,Index,Organism,Species,Type (Viral),Enveloped (Viral),Strain,Medium,Medium (specific),wavelength [nm],Light source,k1 [cm2/mJ],k2 [cm2/mJ],% resistant,Log-reduction dose [mJ/cm2],,k1 error,k2 error,Ref,Full Citation
,287,Virus,Phage T1,dsDNA,No,-,Surface,vacuum,254,LP Mercury,2.95,,,0.78,,,,86,"Maezawa H, Ito T, HiedaK, Kobayashi K, Ito A, Mori T, SuzukiK. Action spectra for inactivation of dry phage T1 after monochromatic (150-254nm) synchrotron irradiationin the presenceand absence of photoreactivation and dark repair. RadiatRes. 1984 May;98(2):227-33."
,407,Virus,Phage MS2,ssRNA+,No,,Aerosol,Simulated saliva,222,Filtered KrCl (USHIO B1),0.41,,,5.68,,,,102,Katherine Ratliff - 1st International Congress on Far-UVC Science and Technology - YouTube
,415,Virus,Phage Phi6,dsRNA,Yes,,Aerosol,RH 85%,254,LP Mercury,3.1,,,0.74,,,,104,"Tseng, C.C.; Li, C.S. Inactivation of virus-containing aerosols by ultraviolet germicidal irradiation. Aerosol Sci. Technol. 2005, 39, 1136–1142."
,443,Virus,Phage P22,dsDNA,No,,Aerosol,,298,LED,3.22,,,0.72,,0.06,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,412,Virus,Phage P22,dsDNA,No,,Aerosol,RH 55%,254,LP Mercury,3.30,,,0.70,,,,104,"Tseng, C.C.; Li, C.S. Inactivation of virus-containing aerosols by ultraviolet germicidal irradiation. Aerosol Sci. Technol. 2005, 39, 1136–1142."
,430,Virus,Phage MS2,ssRNA+,No,,Aerosol,,254,LP Mercury,3.46,,,0.67,,0.29,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,356,Virus,MHV coronavirus,ssRNA+,Yes,Shinki Makino,Aerosol,RH50%,254,LP Mercury,3.51,,,0.66,,2.263,,95,"Walker, Christopher M., and GwangPyo Ko. “Effect of Ultraviolet Germicidal Irradiation on Viral Aerosols.” Environmental Science & Technology 41, no. 15 (August 1, 2007): 5460–65. https://doi.org/10.1021/es070056u."
,444,Virus,Phi6,dsRNA,Yes,,Aerosol,,298,LED,3.71,,,0.62,,0.24,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,436,Virus,Phage MS2,ssRNA+,No,,Aerosol,,268,LED,4.00,,,0.58,,0.21,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,408,Virus,Human coronavirus,ssRNA+,Yes,HCoV-OC43,Aerosol,Modified Eagle's Medium (MEM),222,Filtered KrCl (USHIO B1),12.40,1.60,0.31%,0.19,,0.400,,103,Welch 2022: Inactivation Rates for Airborne Human Coronavirus by Low Doses of 222 nm Far-UVC Radiation
,411,Virus,Phage Phi6,dsRNA,Yes,,Aerosol,RH 55%,254,LP Mercury,4.30,,,0.54,,,,104,"Tseng, C.C.; Li, C.S. Inactivation of virus-containing aerosols by ultraviolet germicidal irradiation. Aerosol Sci. Technol. 2005, 39, 1136–1142."
,295,Virus,Phage T2,dsDNA,No,-,Liquid,PBS,254,,4.90,,,0.47,,,,30,Rauth AM. The Physical State of Viral Nucleic Acid and the Sensitivity of Viruses to Ultraviolet Light. Biophysical Journal. 1965;5:257-73. DOI: 10.1016/S0006-3495(65)86715-7
,412,Bacteria,P. alcaligenes,,,,Aerosol,RH 55%,222,Filtered KrCl (USHIO),7.50,,,0.31,,,,106,"Huihui Zhang and Alvin C. K. Lai. Evaluation of Single-Pass Disinfection Performance of Far-UVC Light on Airborne Microorganisms in Duct Flows. Environmental Science & Technology 2022 56 (24), 17849-17857. DOI: 10.1021/acs.est.2c04861 "
,389,Bacteria,Legionella pneumophila,,,ATCC 33152,Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",,,,,,,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,390,Bacteria,Listeria monocytogenes,,,ATCC 19115,Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",,,,,,,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,391,Bacteria,MRSA,,,ATCC 33592,Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",,,,,,,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,392,Bacteria,Mycobacterium smegmatis,,,ATCC 14468,Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",,,,,,,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,393,Bacteria,Salmonella enterica,,,ATCC 23564,Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",,,,,,,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,394,Bacteria,Staphylococcus aureus,,,ATCC 6538,Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",,,,,,,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,414,Virus,Phage PhiX174,ssDNA,No,,Aerosol,RH 85%,254,LP Mercury,5.30,,,0.43,,,,104,"Tseng, C.C.; Li, C.S. Inactivation of virus-containing aerosols by ultraviolet germicidal irradiation. Aerosol Sci. Technol. 2005, 39, 1136–1142."
,413,Bacteria,S. marcescens,,,,Aerosol,RH 55%,222,Filtered KrCl (USHIO),3.30,,,0.70,,,,106,"Huihui Zhang and Alvin C. K. Lai. Evaluation of Single-Pass Disinfection Performance of Far-UVC Light on Airborne Microorganisms in Duct Flows. Environmental Science & Technology 2022 56 (24), 17849-17857. DOI: 10.1021/acs.est.2c04861 "
,418,Bacteria,E. coli,,,,Aerosol,RH 55%,222,Filtered KrCl (USHIO),4.90,,,0.47,,,,106,"Huihui Zhang and Alvin C. K. Lai. Evaluation of Single-Pass Disinfection Performance of Far-UVC Light on Airborne Microorganisms in Duct Flows. Environmental Science & Technology 2022 56 (24), 17849-17857. DOI: 10.1021/acs.est.2c04861 "
,432,Virus,Phi6,dsRNA,Yes,,Aerosol,,254,LP Mercury,6.38,,,0.36,,0.77,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,413,Virus,Phage MS2,ssRNA+,No,,Aerosol,RH 85%,254,LP Mercury,6.40,,,0.36,,,,104,"Tseng, C.C.; Li, C.S. Inactivation of virus-containing aerosols by ultraviolet germicidal irradiation. Aerosol Sci. Technol. 2005, 39, 1136–1142."
,410,Virus,Phage PhiX174,ssDNA,No,,Aerosol,RH 55%,254,LP Mercury,7.10,,,0.32,,,,104,"Tseng, C.C.; Li, C.S. Inactivation of virus-containing aerosols by ultraviolet germicidal irradiation. Aerosol Sci. Technol. 2005, 39, 1136–1142."
,409,Virus,Phage MS2,ssRNA+,No,,Aerosol,RH 55%,254,LP Mercury,8.1,,,0.28,,,,104,"Tseng, C.C.; Li, C.S. Inactivation of virus-containing aerosols by ultraviolet germicidal irradiation. Aerosol Sci. Technol. 2005, 39, 1136–1142."
,401,Bacteria,Stapholoccocus aureus,,,,Aerosol,,280,LED,2.64,,,0.87,,0.38,,101,"Kim DK, Kang DH. UVC LED Irradiation Effectively Inactivates Aerosolized Viruses, Bacteria, and Fungi in a Chamber-Type Air Disinfection System. Appl Environ Microbiol. 2018 Aug 17;84(17):e00944-18. doi: 10.1128/AEM.00944-18. PMID: 29959245; PMCID: PMC6102977."
,402,Fungi,Al. japonixa,,,,Aerosol,,280,LED,0.38,,,6.06,,0.05,,101,"Kim DK, Kang DH. UVC LED Irradiation Effectively Inactivates Aerosolized Viruses, Bacteria, and Fungi in a Chamber-Type Air Disinfection System. Appl Environ Microbiol. 2018 Aug 17;84(17):e00944-18. doi: 10.1128/AEM.00944-18. PMID: 29959245; PMCID: PMC6102977."
,402,Fungi,As. flavus,,,,Aerosol,,280,LED,0.40,,,5.76,,0.03,,101,"Kim DK, Kang DH. UVC LED Irradiation Effectively Inactivates Aerosolized Viruses, Bacteria, and Fungi in a Chamber-Type Air Disinfection System. Appl Environ Microbiol. 2018 Aug 17;84(17):e00944-18. doi: 10.1128/AEM.00944-18. PMID: 29959245; PMCID: PMC6102977."
,438,Virus,Phi6,dsRNA,Yes,,Aerosol,,268,LED,9.66,,,0.24,,0.66,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,403,Bacteria,Salmonella Typhimurium,,,,Aerosol,,280,LED,1.90,,,1.21,,0.23,,101,"Kim DK, Kang DH. UVC LED Irradiation Effectively Inactivates Aerosolized Viruses, Bacteria, and Fungi in a Chamber-Type Air Disinfection System. Appl Environ Microbiol. 2018 Aug 17;84(17):e00944-18. doi: 10.1128/AEM.00944-18. PMID: 29959245; PMCID: PMC6102977."
,404,Bacteria,Listeria monocytogenes,,,,Aerosol,,280,LED,2.23,,,1.03,,0.29,,101,"Kim DK, Kang DH. UVC LED Irradiation Effectively Inactivates Aerosolized Viruses, Bacteria, and Fungi in a Chamber-Type Air Disinfection System. Appl Environ Microbiol. 2018 Aug 17;84(17):e00944-18. doi: 10.1128/AEM.00944-18. PMID: 29959245; PMCID: PMC6102977."
,427,Bacteria,E. coli,,,,Aerosol,,254,LP Mercury,25.09,,,0.09,,2.03,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,431,Virus,Phage P22,dsDNA,No,,Aerosol,,254,LP Mercury,9.71,,,0.24,,0.23,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,419,Virus,Influenza virus,ssRNA-,Yes,H1N1 (A/PR/8/34),Aerosol,RH 65%,222,Filtered KrCl (USHIO B1),20.06,2.30,6.00%,0.11,,,,107,"Buonanno, M., Kleiman, N.J., Welch, D. et al. 222 nm far-UVC light markedly reduces the level of infectious airborne virus in an occupied room. Sci Rep 14, 6722 (2024). https://doi.org/10.1038/s41598-024-57441-z"
,437,Virus,Phage P22,dsDNA,No,,Aerosol,,268,LED,14.56,,,0.16,,0.82,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,420,Virus,Murine norovirus,ssRNA+,No,CW1,Aerosol,RH 65%,222,"Filtered KrCl (USHIO, Far UV Technologies)",2.36,0.35,8.50%,0.98,,,,107,"Buonanno, M., Kleiman, N.J., Welch, D. et al. 222 nm far-UVC light markedly reduces the level of infectious airborne virus in an occupied room. Sci Rep 14, 6722 (2024). https://doi.org/10.1038/s41598-024-57441-z"
,421,Bacteria,E. coli,,,,Aerosol,,222,,21.93,,,0.10,,0.86,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,422,Bacteria,S. epidermidis,,,,Aerosol,,222,,3.05,,,0.75,,0.35,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,423,Bacteria,S. enterica,,,,Aerosol,,222,,4.97,,,0.46,,0.38,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,424,Virus,Phage MS2,ssRNA+,No,,Aerosol,,222,,5.75,,,0.40,,0.57,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,425,Virus,Phage P22,dsDNA,No,,Aerosol,,222,,17.14,,,0.13,,0.76,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,132,Virus,Vaccinia virus,dsDNA,Yes,-,Surface,agar,238,,,,,,,,,67,"Rivers TM, Gates FL.Ultra-violet light and vaccinevirus : II. The effect of monochromatic ultra-violet light upon vaccinevirus. JExp Med. 1928 Jan;47(1):45-9.DOI: 10.1084/jem.47.1.45"
,133,Virus,Vaccinia virus,dsDNA,Yes,-,Surface,agar,248.2,,,,,,,,,67,"Rivers TM, Gates FL.Ultra-violet light and vaccinevirus : II. The effect of monochromatic ultra-violet light upon vaccinevirus. JExp Med. 1928 Jan;47(1):45-9.DOI: 10.1084/jem.47.1.45"
,134,Virus,Vaccinia virus,dsDNA,Yes,-,Surface,agar,256.6,,,,,,,,,67,"Rivers TM, Gates FL.Ultra-violet light and vaccinevirus : II. The effect of monochromatic ultra-violet light upon vaccinevirus. JExp Med. 1928 Jan;47(1):45-9.DOI: 10.1084/jem.47.1.45"
,135,Virus,Vaccinia virus,dsDNA,Yes,-,Surface,agar,267.5,,,,,,,,,67,"Rivers TM, Gates FL.Ultra-violet light and vaccinevirus : II. The effect of monochromatic ultra-violet light upon vaccinevirus. JExp Med. 1928 Jan;47(1):45-9.DOI: 10.1084/jem.47.1.45"
Only reports prevention of growth at 25 mJ/sqcm,417,Fungi,Penicillium candidum,,,,Surface,Agar,222,"Filtered KrCl (USHIO, UV Medico)",,,,,,,,105,Morgensen; Holm. Intermittent low-intensity far-UVC irradiation inhibits growth of common mold below threshold limit value. MedRxiv
,55,Bacteria,Escherichia coli,,,K12AB2463,Liquid,-,254,,25.58,,,0.09,,,,48,"Gurzadyan GG, Görner H, Schulte-Frohlinde D. Ultraviolet (193, 216 and 254 nm) photo inactivation of Escherichiacoli strains with different repair deficiencies. RadiatRes. 1995Mar;141(3):244-51"
,136,Virus,Vaccinia virus,dsDNA,Yes,-,Surface,agar,280.4,,,,,,,,,67,"Rivers TM, Gates FL.Ultra-violet light and vaccinevirus : II. The effect of monochromatic ultra-violet light upon vaccinevirus. JExp Med. 1928 Jan;47(1):45-9.DOI: 10.1084/jem.47.1.45"
,137,Virus,Vaccinia virus,dsDNA,Yes,-,Surface,agar,296.7,,,,,,,,,67,"Rivers TM, Gates FL.Ultra-violet light and vaccinevirus : II. The effect of monochromatic ultra-violet light upon vaccinevirus. JExp Med. 1928 Jan;47(1):45-9.DOI: 10.1084/jem.47.1.45"
,433,Bacteria,E. coli,,,,Aerosol,,268,LED,27.56,,,0.08,,1.43,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,426,Virus,Phi6,dsRNA,Yes,,Aerosol,,222,,20.08,,,0.11,,0.49,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,445,Bacteria,S. aureus,,,,Aerosol,,222,Filtered KrCl,20.8,,,0.11,,16,,109,"(Preliminary) Eadie, E., Hiwar, W., Fletcher, L. et al. Far-UVC (222 nm) efficiently inactivates an airborne pathogen in a room-sized chamber. Sci Rep 12, 4373 (2022). https://doi.org/10.1038/s41598-022-08462-z"
,172,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,,265,,,,,,,,,71,"Mamane-Gravetz H, LindenKG, CabajA, SommerR. Spectral sensitivity of Bacillus subtilis spores and MS2 coli phage for validation testing of ultraviolet reactors for water disinfection. Environ Sci Technol.2005 Oct; 39(20):7845-52.DOI:10.1021/es048446t"
,173,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,,240,,,,,,,,,71,"Mamane-Gravetz H, LindenKG, CabajA, SommerR. Spectral sensitivity of Bacillus subtilis spores and MS2 coli phage for validation testing of ultraviolet reactors for water disinfection. Environ Sci Technol.2005 Oct; 39(20):7845-52.DOI:10.1021/es048446t"
,174,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,,280,,,,,,,,,71,"Mamane-Gravetz H, LindenKG, CabajA, SommerR. Spectral sensitivity of Bacillus subtilis spores and MS2 coli phage for validation testing of ultraviolet reactors for water disinfection. Environ Sci Technol.2005 Oct; 39(20):7845-52.DOI:10.1021/es048446t"
"very high k value (115.13, d90=0.02) seems anomalous",27,Bacteria,Escherichia coli,,,K12AB2480,Liquid,-,216,,115.13,,,0.02,,,,48,"Gurzadyan GG, Görner H, Schulte-Frohlinde D. Ultraviolet (193,216 and 254 nm) photoinactivation of Escherichiacoli strainswith different repairdeficiencies.RadiatRes. 1995Mar;141(3):244-51"
,428,Bacteria,S. epidermidis,,,,Aerosol,,254,LP Mercury,4.25,,,0.54,,0.22,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,429,Bacteria,S. enterica,,,,Aerosol,,254,LP Mercury,5.73,,,0.40,,0.48,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,175,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,,293,,,,,,,,,71,"Mamane-Gravetz H, LindenKG, CabajA, SommerR. Spectral sensitivity of Bacillus subtilis spores and MS2 coli phage for validation testing of ultraviolet reactors for water disinfection. Environ Sci Technol.2005 Oct; 39(20):7845-52.DOI:10.1021/es048446t"
,268,Virus,Bacillus megaterium phage (M5),,,M5,Surface,vacuum,194.2,,,,,,,,,83,"Franklin RM, Friedman M, Setlow RB. The ultraviolet action spectrum of a Bacillus megatherium bacteriophage. Arch Biochem Biophys. 1953;44:259-64. DOI: 10.1016/0003-9861(53)90042-3"
,324,Virus,Phage PhiX174,ssDNA,No,-,Liquid,PBS,230,,,,,,,,,90,"Setlow R, Boyce R. The Ultraviolet Light Inactivation of ΦX174 Bacteriophage at Different wave Lengths and pH’s. Biophys J.1960;1:29-41. DOI: 10.1016/S0006-3495(60)86873-7"
"very high k value (230.26, d90=0.01) seems anomalous",56,Bacteria,Escherichia coli,,,K12AB2480,Liquid,-,216,,230.26,,,0.01,,,,48,"Gurzadyan GG, Görner H, Schulte-Frohlinde D. Ultraviolet (193, 216 and 254 nm) photo inactivation of Escherichiacoli strains with different repair deficiencies. RadiatRes. 1995Mar;141(3):244-51"
,434,Bacteria,S. epidermidis,,,,Aerosol,,268,LED,5.92,,,0.39,,0.3,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,435,Bacteria,S. enterica,,,,Aerosol,,268,LED,8.86,,,0.26,,0.37,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,325,Virus,Phage PhiX174,ssDNA,No,-,Liquid,PBS,265,,,,,,,,,90,"Setlow R, Boyce R. The Ultraviolet Light Inactivation of ΦX174 Bacteriophage at Different wave Lengths and pH’s. Biophys J.1960;1:29-41. DOI: 10.1016/S0006-3495(60)86873-7"
,326,Virus,Phage PhiX174,ssDNA,No,-,Liquid,PBS,289.4,,,,,,,,,90,"Setlow R, Boyce R. The Ultraviolet Light Inactivation of ΦX174 Bacteriophage at Different wave Lengths and pH’s. Biophys J.1960;1:29-41. DOI: 10.1016/S0006-3495(60)86873-7"
,339,Virus,Staphylococcus aureus phage,dsDNA,,-,Liquid,-,238,,,,,,,,,93,Gates FL. Results of irradiating staphylococcus aureus bacteriophage with monochromatic ultraviolet light. J Exp Med.1934 Jul;60(2):179-88.DOI: 10.1084/jem.60.2.179
,388,Bacteria,Escherichia coli,,,K12 (ATCC29425),Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",,,,,,,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,440,Bacteria,S. epidermidis,,,,Aerosol,,298,LED,1.79,,,1.29,,0.11,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,441,Bacteria,S. enterica,,,,Aerosol,,298,LED,2.51,,,0.92,,0.22,,108,"Y. H. Lu, R. X. Wang, H. L. Liu, and A. C. K. Lai. Environmental Science & Technology 2024 58 (16), 6868-6877. DOI: 10.1021/acs.est.3c08675 "
,340,Virus,Staphylococcus aureus phage,dsDNA,,-,Liquid,-,248,,,,,,,,,93,Gates FL. Results of irradiating staphylococcus aureus bacteriophage with monochromatic ultraviolet light. J Exp Med.1934 Jul;60(2):179-88.DOI: 10.1084/jem.60.2.179
,341,Virus,Staphylococcus aureus phage,dsDNA,,-,Liquid,-,280,,,,,,,,,93,Gates FL. Results of irradiating staphylococcus aureus bacteriophage with monochromatic ultraviolet light. J Exp Med.1934 Jul;60(2):179-88.DOI: 10.1084/jem.60.2.179
,342,Virus,Staphylococcus aureus phage,dsDNA,,-,Liquid,-,266,,,,,,,,,93,Gates FL. Results of irradiating staphylococcus aureus bacteriophage with monochromatic ultraviolet light. J Exp Med.1934 Jul;60(2):179-88.DOI: 10.1084/jem.60.2.179
